Id,SalePrice
1461,127057.67889613658
1462,152221.35250087493
1463,180701.14192570138
1464,184766.30890880447
1465,194646.54758006698
1466,171879.8504648832
1467,167585.9940178838
1468,162558.84733741314
1469,195402.40932810202
1470,115637.91672388892
1471,193214.32856441842
1472,95237.34125119346
1473,95528.42648630687
1474,139507.23862365223
1475,111718.13400576197
1476,356842.6600529156
1477,255647.32622466233
1478,304414.3988267151
1479,294931.52143805363
1480,506201.51908542373
1481,337069.1561913979
1482,234394.79938902913
1483,173064.11694021226
1484,164952.5725674172
1485,193597.9771182663
1486,193355.8948019985
1487,336565.4926836453
1488,228016.7246346304
1489,203956.70673936303
1490,224776.4237098912
1491,190974.96928536028
1492,105395.60973567056
1493,188088.78220200317
1494,301171.0143112648
1495,291815.88759983046
1496,224755.8457556759
1497,181153.9022121835
1498,187905.19140916632
1499,169333.91487507554
1500,159191.04392592373
1501,173465.97660976584
1502,157629.5779790705
1503,285125.58208550565
1504,253348.41091535494
1505,231402.58137387736
1506,191874.6080547505
1507,247585.3585810809
1508,215276.63225463216
1509,155460.6829490801
1510,138265.37410234244
1511,157384.43467764228
1512,153522.95998151207
1513,139434.8812028348
1514,165734.683607688
1515,190718.70526014405
1516,160292.77514075197
1517,164369.66638114548
1518,142011.52804724287
1519,201900.6840787006
1520,124973.36324441413
1521,125872.84760253945
1522,169333.91487507554
1523,108247.88869686666
1524,117419.52536635632
1525,117458.94893802814
1526,123054.60604500517
1527,103086.16791190622
1528,143182.13143414198
1529,123125.97797746028
1530,185874.79033674896
1531,125723.124675285
1532,103942.2528460431
1533,131447.4579354869
1534,118109.54998011029
1535,149623.7506411179
1536,118398.25565413326
1537,78027.5369487173
1538,152667.96739612398
1539,191912.67289419734
1540,113370.13463457566
1541,140515.61735217506
1542,131138.93829428457
1543,168884.9246749464
1544,79372.47502041658
1545,115253.89596618491
1546,126419.5006999906
1547,126500.54502339156
1548,119680.62000892463
1549,109246.81210717952
1550,125512.27958266207
1551,122298.36302130963
1552,138244.27809010062
1553,138789.5863536212
1554,112687.16330878345
1555,168761.2749491663
1556,96301.17338011017
1557,112669.96992401817
1558,95601.33670127137
1559,78932.8465040282
1560,131210.99485370104
1561,132433.94846573166
1562,127562.75416595626
1563,121628.39984215696
1564,159234.77305700938
1565,147241.1277603366
1566,246853.5388479848
1567,79829.16793387296
1568,226470.2432704303
1569,144133.4751042698
1570,142763.26640487183
1571,120873.54393471229
1572,139010.00834905915
1573,258408.34085480287
1574,119061.32618840263
1575,220294.35607737637
1576,224002.62027796343
1577,186283.6556524624
1578,142176.30979510298
1579,147673.13075972302
1580,198158.78190369622
1581,152439.8442274276
1582,127784.84293189408
1583,293450.15590412327
1584,221325.35725817652
1585,141026.84043039908
1586,74443.0359131264
1587,100314.77807953412
1588,142680.5114056889
1589,95697.66339911324
1590,138193.66079228697
1591,97186.8852352503
1592,118890.67582558973
1593,125865.16516807007
1594,136733.79362145008
1595,123171.07631453415
1596,222700.7388688063
1597,185976.9224574458
1598,198788.70292066218
1599,167959.75545558022
1600,173476.56445586443
1601,68630.38633681061
1602,121246.68424974922
1603,67961.35559757188
1604,246529.8162950871
1605,244044.62766395582
1606,162023.95185128212
1607,215934.60787943442
1608,222612.4046587549
1609,187081.2479221752
1610,148863.14268073038
1611,151507.63518503433
1612,162682.91721838678
1613,166373.19589494675
1614,116598.23836865988
1615,88090.89465677053
1616,83234.96526064213
1617,90091.88669120253
1618,133179.68791699153
1619,136192.40630068892
1620,193716.17601386821
1621,138303.35503719668
1622,147416.4763504823
1623,275326.20029023965
1624,215914.83938058076
1625,120773.98822488611
1626,169049.93191602762
1627,184709.9313091111
1628,271836.3497573222
1629,180502.72673460247
1630,331074.6188664556
1631,221217.31461582263
1632,236673.35530392829
1633,180861.13498823383
1634,189616.05325733667
1635,176763.17205125655
1636,150512.21204685557
1637,187321.1908585152
1638,199463.23176708366
1639,179130.84020469122
1640,242263.72126148012
1641,182663.87945226225
1642,237490.92901959637
1643,229819.10858777483
1644,245231.68181080982
1645,190242.0395379233
1646,160728.7324254416
1647,167923.87921299998
1648,117674.21972321413
1649,127170.17595591285
1650,114377.92433818683
1651,120951.03288642483
1652,102468.27692579356
1653,100360.70905265454
1654,143440.16840805055
1655,134922.39234846443
1656,140743.07565722466
1657,146238.02907971482
1658,145547.92381893896
1659,119057.6927805207
1660,153232.75538131472
1661,462776.2550985708
1662,396849.51901083614
1663,381413.58524836705
1664,529088.0265276221
1665,301115.87329997984
1666,335406.85011335864
1667,374813.38318667945
1668,322026.494647953
1669,299064.4835842401
1670,342283.199236585
1671,271132.1216355381
1672,418479.21862141084
1673,299557.73297966854
1674,256506.95938066088
1675,206234.96960019923
1676,208895.37545298328
1677,231254.33011031785
1678,501542.336155932
1679,363470.10667050985
1680,338367.75460905686
1681,251177.46032962925
1682,314739.60308427503
1683,191179.06153705632
1684,185381.94187592037
1685,174043.95738182662
1686,174565.2537261879
1687,173836.93600059563
1688,187109.79643319428
1689,195253.3859759159
1690,198140.64075582105
1691,188427.74810298136
1692,253000.7286079585
1693,173391.87977877873
1694,179180.04671656285
1695,163349.54761091145
1696,260522.50358800413
1697,161446.46773745056
1698,352126.0796973009
1699,327697.1564472273
1700,263569.3288229932
1701,289068.19590602955
1702,244312.89043377983
1703,237563.41655955795
1704,274856.0739496227
1705,246304.21479514838
1706,414450.3396729221
1707,205732.0803846734
1708,205481.095811228
1709,280140.3036005453
1710,238653.38842250308
1711,283200.41289146844
1712,266350.866804017
1713,254837.23178089337
1714,223476.86489918345
1715,212872.49979876538
1716,171921.81844183622
1717,179349.63929831196
1718,137206.13219781802
1719,199737.34100401393
1720,224810.72448712238
1721,172684.26657404038
1722,133798.8998398064
1723,160405.32482331336
1724,195462.05051108627
1725,231975.29849358468
1726,181303.22994067526
1727,157187.63516011435
1728,187572.88972733996
1729,150935.3864982783
1730,157178.0414810206
1731,124027.30507684778
1732,126454.22762169148
1733,114535.10641773228
1734,117229.7608177642
1735,125500.78911626847
1736,109190.14968855101
1737,313149.1899261301
1738,242715.13272311425
1739,266188.34873791295
1740,215644.85120605605
1741,190050.54701022213
1742,170297.832957989
1743,187819.19492331776
1744,294553.73857777636
1745,212697.170507259
1746,218626.71051335186
1747,221798.66459664312
1748,216257.74968812836
1749,156727.79842809492
1750,144388.82008644845
1751,248994.7159704555
1752,113681.94301687734
1753,138501.8694921903
1754,199122.64333365654
1755,183989.8155317369
1756,118419.93700716057
1757,113107.4958985428
1758,136229.81779973512
1759,159424.4048085616
1760,158938.62175880978
1761,142689.22019876496
1762,172294.7335668229
1763,167207.9614529464
1764,117344.2989237697
1765,172889.91524805347
1766,171220.204565412
1767,206562.50659142947
1768,128531.85756790343
1769,168648.0088974422
1770,149172.3835332321
1771,118495.85301393791
1772,131146.94262414408
1773,129927.94337853337
1774,160439.59475783067
1775,130150.17804734274
1776,125604.24119504681
1777,107510.4363560461
1778,135748.4115245
1779,127313.85131004518
1780,180106.54971040253
1781,121320.70994147923
1782,87986.11251460337
1783,141807.98320559945
1784,100845.79459316767
1785,103932.73708418162
1786,162335.7599498674
1787,164008.89905937883
1788,61158.60021871233
1789,89453.5518687779
1790,94291.6705884821
1791,204255.6903751935
1792,145401.41918777837
1793,138687.97104173483
1794,150893.9365487796
1795,131829.09940626295
1796,125447.18084713326
1797,118481.38907095754
1798,113577.91171857037
1799,107651.61016391794
1800,123513.61006748625
1801,128893.23288474289
1802,138349.79034863872
1803,143024.91322473998
1804,132022.34994496236
1805,135673.8631721183
1806,117889.88504207657
1807,130663.55891610924
1808,116246.49869222792
1809,117308.49374938432
1810,128747.77517775014
1811,86063.40251111
1812,93809.4787569823
1813,116083.42534703255
1814,83867.30726769932
1815,53850.52715170453
1816,99403.59371010885
1817,111421.91249938324
1818,141833.95140022348
1819,116470.21005903676
1820,57882.59776455181
1821,108010.30044988739
1822,146810.3885425909
1823,50355.30814426111
1824,115888.74659853264
1825,121261.48577378012
1826,102177.87044797275
1827,108390.03086612375
1828,125903.58202983215
1829,125895.89771953944
1830,143909.32075210832
1831,144023.55192729298
1832,108847.46999591718
1833,142549.943274544
1834,123838.19874160744
1835,131696.40377531204
1836,124482.33931756485
1837,90411.38066622477
1838,135661.4424275469
1839,93324.05655164733
1840,156641.72891896393
1841,141177.55382242487
1842,96342.326470883
1843,138848.89633131993
1844,139332.79343592434
1845,153218.7271457352
1846,147650.59934725246
1847,169380.43021148018
1848,62387.688394220095
1849,101760.88200276252
1850,122085.8097020236
1851,145632.3419234022
1852,122896.9832828965
1853,127554.96859092337
1854,170787.0596107376
1855,169535.57363502152
1856,234745.56650397586
1857,149131.41774046802
1858,148486.55558721072
1859,122290.89874940732
1860,162395.2199674983
1861,121717.51577406777
1862,330993.79996807355
1863,319520.4645847653
1864,319647.25261294196
1865,337480.8688020121
1866,312137.83179465955
1867,230620.04258269133
1868,296628.49681599194
1869,208163.53759633956
1870,220529.78154353044
1871,258108.84666952654
1872,178312.71825427844
1873,245861.13392768963
1874,141565.84254428773
1875,206146.87533534822
1876,196466.74860101816
1877,203235.96850388395
1878,219054.13307629593
1879,134359.4717910846
1880,124641.99539400262
1881,254985.0379157329
1882,252091.29266278815
1883,184259.52935916084
1884,202344.8012545104
1885,244738.2430274417
1886,283459.8093373828
1887,211964.95047375464
1888,260570.2110507589
1889,171570.65286018123
1890,127695.18167205757
1891,120426.18852845098
1892,98290.49028428108
1893,128810.6556527778
1894,138105.1251125779
1895,140108.82866049153
1896,122429.06155411298
1897,124254.61389911966
1898,120306.80648352108
1899,149459.4593435643
1900,155593.57965963767
1901,159628.87618257097
1902,141717.13196025795
1903,200568.05168602575
1904,135520.75343474743
1905,183709.28343668577
1906,151498.38817504697
1907,206285.32608135554
1908,109210.14483264688
1909,128241.9214782122
1910,115556.7784522407
1911,198328.1793988283
1912,296863.9521819645
1913,150861.7055690617
1914,53542.45486719261
1915,266204.59608119464
1916,68949.4796922
1917,240965.98834475846
1918,145069.00231610067
1919,172194.8601827613
1920,163753.8347275796
1921,353288.5661594999
1922,293548.68170907185
1923,213881.819809186
1924,246416.98972707544
1925,206222.38240074023
1926,361512.07544755447
1927,125953.5414805568
1928,160331.91389654356
1929,120947.34181015106
1930,140674.37022746552
1931,144490.20279600524
1932,140936.48963497806
1933,173720.26336114953
1934,174421.47563232243
1935,168144.382954447
1936,183440.37504350065
1937,183989.8155317369
1938,172773.87821237117
1939,242766.98780781263
1940,187658.77343780734
1941,174863.83808255254
1942,180524.7621037669
1943,224159.9038722057
1944,336062.58177198266
1945,344988.81544400804
1946,182502.29164905884
1947,303033.33260306827
1948,193355.8948019985
1949,229713.92982410584
1950,184388.90731471794
1951,261981.51828960513
1952,225105.9273260465
1953,176504.4311771897
1954,193834.44707437145
1955,130891.04623199903
1956,321329.4997484886
1957,159799.46930740678
1958,300106.74205024255
1959,149705.96400061602
1960,104291.76640511361
1961,125087.83216742374
1962,98614.98020680147
1963,102140.45864496806
1964,102399.50417471156
1965,132656.42110524967
1966,132968.51080168088
1967,300033.48274582176
1968,404405.07106768456
1969,366197.88721407496
1970,429830.587240233
1971,494565.92296041927
1972,365684.176133369
1973,297280.9849978511
1974,318897.0102177193
1975,494611.2038957601
1976,270875.7397622141
1977,359290.37084156094
1978,351256.7257813983
1979,347599.1121989684
1980,225044.10862642946
1981,347917.4944124221
1982,234630.97262462944
1983,228622.92009596917
1984,175585.74094893035
1985,208468.68809770266
1986,202808.46216593453
1987,178535.96645624924
1988,171492.13202150684
1989,190131.76271235762
1990,202005.45709270673
1991,236146.68524952806
1992,217124.03597823155
1993,173217.34816934928
1994,240041.20149107123
1995,181491.4473772314
1996,266139.6126575991
1997,306324.8164717391
1998,311823.6422362071
1999,271322.49724164687
2000,295084.571263355
2001,288354.52377958596
2002,236904.59451886296
2003,259562.265161617
2004,297898.541658135
2005,232691.4133119558
2006,233780.43404838545
2007,250190.57688738825
2008,212794.55783351723
2009,193385.40082119964
2010,192343.62421860575
2011,158135.48776198973
2012,168884.9246749464
2013,172510.44722905857
2014,180794.91378863633
2015,202344.8012545104
2016,188335.7648252854
2017,196089.38305115144
2018,135901.77846727628
2019,132579.5246997763
2020,106160.66433752072
2021,109363.56263190538
2022,198970.78275062804
2023,156675.19477677534
2024,284100.6702021965
2025,389494.55592533585
2026,178574.1099273976
2027,162712.70807755305
2028,165310.3707210975
2029,166586.57951086058
2030,264060.4391524572
2031,234437.7222882327
2032,242967.10407580042
2033,246386.9113640091
2034,170464.2206662619
2035,223463.2253700657
2036,201359.19774641702
2037,222761.91385429984
2038,320497.0530566325
2039,217223.45022657295
2040,358578.37357156555
2041,256240.94639188852
2042,208112.7226234206
2043,174341.65008919392
2044,182357.54135669352
2045,203440.74649553324
2046,163753.8347275796
2047,128535.78010876123
2048,138299.13441815626
2049,153560.44574862692
2050,174655.84147162866
2051,101413.66022273646
2052,118916.07632697427
2053,136658.7041311577
2054,91279.1281157831
2055,133464.49452210308
2056,140562.79543004936
2057,114012.00450771983
2058,200188.91770333736
2059,136825.62569846073
2060,160532.65006301765
2061,162048.67663062882
2062,123366.69340033129
2063,112264.96666116614
2064,124398.79157778788
2065,111275.79433501998
2066,165593.12510427838
2067,121080.29154654729
2068,154613.7714908808
2069,77354.19503505844
2070,103281.400844123
2071,102380.75598200057
2072,140996.71706469232
2073,128696.70739470655
2074,178454.2578797183
2075,153120.56544950232
2076,112402.09253476086
2077,132191.67653787392
2078,117133.20625610372
2079,136221.50324526246
2080,115014.96961669218
2081,122305.82774880884
2082,122205.09235956612
2083,137063.84126975914
2084,104285.40113511009
2085,108353.65115909421
2086,123773.96829200482
2087,121531.93121002092
2088,101649.14554867153
2089,88004.91038379898
2090,126219.04291326358
2091,126267.20084186262
2092,122193.90466134605
2093,107704.18726185424
2094,121231.88453243469
2095,176542.14061922423
2096,84734.28474123233
2097,94903.68957727497
2098,132466.28491984174
2099,65142.73888914596
2100,98095.71033349923
2101,114377.92433818683
2102,127933.11687879042
2103,103111.33850582634
2104,154382.74081641666
2105,110581.81451513396
2106,80002.32515386662
2107,203043.78906746185
2108,105427.77883157678
2109,109116.8654760081
2110,123755.08332411421
2111,132777.92729872972
2112,129710.0465570321
2113,112817.91880438829
2114,118160.02260532207
2115,147375.99276580568
2116,112008.30638078532
2117,142928.92042530165
2118,123242.51579999257
2119,104358.62520140527
2120,126751.72593486837
2121,85683.40911740036
2122,106569.66073542324
2123,75571.51151206091
2124,159906.792572439
2125,144137.8737759748
2126,155536.6100210506
2127,164149.1032754783
2128,122126.79997731115
2129,97492.85442279048
2130,125523.77110108743
2131,142289.16535488487
2132,119144.92518065963
2133,118405.48233070526
2134,129338.48672076818
2135,106452.64410024969
2136,80696.25544614981
2137,112063.01129123945
2138,134166.8946265046
2139,152798.47673320892
2140,132899.54478539052
2141,128453.43188385988
2142,122048.5577541535
2143,139677.63952909937
2144,131359.2354770229
2145,131251.04338217378
2146,166586.57951086058
2147,171434.5729132479
2148,124012.16594899635
2149,139498.724037392
2150,226705.35021617284
2151,119976.82733543475
2152,173667.25623271664
2153,163359.51798034168
2154,108807.61615978622
2155,127399.35683935415
2156,248289.03728988845
2157,224194.1105687977
2158,232726.92191290198
2159,207510.24224612204
2160,191412.57691238628
2161,240965.98834475846
2162,416097.8482607995
2163,353590.57749400294
2164,241451.82154618663
2165,188571.5619197141
2166,146157.72019063827
2167,210264.08587029597
2168,193846.2781511874
2169,193893.6096802286
2170,219737.06560385806
2171,151304.33128301622
2172,143011.81950224272
2173,174288.45335751347
2174,224084.66750991778
2175,279158.8683777599
2176,288988.8118570006
2177,235290.65220661776
2178,219120.9932940342
2179,139303.0319190471
2180,223633.7793339241
2181,199402.36970678423
2182,218773.54286828553
2183,199761.7244918679
2184,120215.05467936152
2185,132094.8919102005
2186,137911.38796785442
2187,156388.57641399297
2188,156780.4197410752
2189,272725.4498058244
2190,71772.73533904212
2191,70681.56922749584
2192,93036.84896260947
2193,110073.40875717852
2194,103603.3953535992
2195,106082.93841225398
2196,105193.17002256567
2197,115225.7612425443
2198,144622.5481011976
2199,180568.8409125099
2200,149715.1016063751
2201,145863.6314044823
2202,184040.35678433123
2203,152807.80309672622
2204,169086.04873511265
2205,121154.21564923157
2206,131295.1108820179
2207,198576.48703433745
2208,232499.76046495035
2209,204131.06063327135
2210,118214.12435310135
2211,114923.74637599765
2212,113806.90636151066
2213,103309.77182407792
2214,130715.40716004268
2215,103369.69171081408
2216,141216.3347211815
2217,62976.86070938686
2218,63852.55342658619
2219,57988.68105903075
2220,70454.36847423982
2221,267948.8041710231
2222,230043.65093297706
2223,276150.8571405967
2224,206455.3699986477
2225,126643.4638364509
2226,175548.2357940864
2227,195122.33944215442
2228,263247.7852142169
2229,272085.3373286236
2230,148016.03185660116
2231,213588.2994182243
2232,184287.64727724565
2233,195945.81547998232
2234,247555.1376035681
2235,212288.63020578248
2236,270958.4170926355
2237,310645.8753893335
2238,198104.36344230562
2239,125826.76002841505
2240,152095.9776313575
2241,159492.53281544056
2242,116406.2486309512
2243,121491.14059471409
2244,103161.6981329114
2245,100003.00443880845
2246,137017.83757043467
2247,109153.50143202374
2248,118539.25543809618
2249,120479.48949699299
2250,126713.05027961824
2251,140292.8079794198
2252,169986.29362250355
2253,152700.58427621398
2254,167913.63026557033
2255,191546.97738521377
2256,172357.84133740133
2257,203900.6960490246
2258,156603.49097727198
2259,169981.106131663
2260,149582.6608936984
2261,197530.8569784688
2262,214267.2688663053
2263,347111.4919209306
2264,548220.3368634862
2265,180513.74408295163
2266,278087.50368708576
2267,362528.4891466807
2268,406657.46673422557
2269,166210.8013779343
2270,191739.97769723623
2271,214280.34710165183
2272,211441.63632478032
2273,157245.2095328888
2274,181879.5693483274
2275,191751.68093388516
2276,189274.94969387862
2277,182363.10655212626
2278,146985.22416794408
2279,123389.28458477609
2280,112707.7988338243
2281,162891.56783026413
2282,190102.753121057
2283,107694.32710037603
2284,104425.52685916907
2285,132478.4131256154
2286,120328.83733463917
2287,369836.700439036
2288,285805.09520503157
2289,374241.8994698515
2290,470695.5340132349
2291,323721.26331486105
2292,432858.19964202994
2293,493826.92088028905
2294,378410.7550542907
2295,509222.8687448883
2296,311642.88869989273
2297,338946.5142193913
2298,334486.8916347177
2299,364302.9765040288
2300,335970.2921017733
2301,317634.36114328133
2302,246206.51827040053
2303,253983.19439200274
2304,258881.93411387224
2305,208704.2135451025
